img_id,img_name,question,answer,q_lang,location,modality,answer_type,base_type,content_type,triple,qid
106,xmlab106/source.jpg,What modality is used to take this image?,CT,en,Lung,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",9853
106,xmlab106/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9854
106,xmlab106/source.jpg,What is the main organ in the image?,Lung,en,Lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",9855
106,xmlab106/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,CT,OPEN,vqa,Size,"['vhead', '_', '_']",9856
106,xmlab106/source.jpg,Does the picture contain liver?,No,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9857
106,xmlab106/source.jpg,Does the picture contain lung?,Yes,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9858
106,xmlab106/source.jpg,Does the picture contain heart?,No,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9859
106,xmlab106/source.jpg,What diseases are included in the picture?,Lung Cancer,en,Lung,CT,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9860
106,xmlab106/source.jpg,Is the lung healthy?,No,en,Lung,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9861
106,xmlab106/source.jpg,Where is/are the abnormality located?,"Right Lung, Left",en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9862
112,xmlab112/source.jpg,What modality is used to take this image?,CT,en,Lung,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",9863
112,xmlab112/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9864
112,xmlab112/source.jpg,What is the main organ in the image?,Lung,en,Lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",9865
112,xmlab112/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,CT,OPEN,vqa,Size,"['vhead', '_', '_']",9866
112,xmlab112/source.jpg,Does the picture contain liver?,No,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9867
112,xmlab112/source.jpg,Does the picture contain lung?,Yes,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9868
112,xmlab112/source.jpg,What diseases are included in the picture?,Lung Cancer,en,Lung,CT,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9869
112,xmlab112/source.jpg,Is the lung healthy?,No,en,Lung,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9870
112,xmlab112/source.jpg,Where is/are the abnormality located?,"Right Lung, Lower Left",en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9871
112,xmlab112/source.jpg,"Which is the biggest in this image,lung,liver or heart?",Lung,en,Lung,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",9872
119,xmlab119/source.jpg,What modality is used to take this image?,CT,en,Lung,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",9873
119,xmlab119/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9874
119,xmlab119/source.jpg,What is the main organ in the image?,Lung,en,Lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",9875
119,xmlab119/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,CT,OPEN,vqa,Size,"['vhead', '_', '_']",9876
119,xmlab119/source.jpg,Does the picture contain liver?,No,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9877
119,xmlab119/source.jpg,Does the picture contain lung?,Yes,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9878
119,xmlab119/source.jpg,What diseases are included in the picture?,Lung Cancer,en,Lung,CT,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9879
119,xmlab119/source.jpg,Does the lung look healthy?,No,en,Lung,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9880
119,xmlab119/source.jpg,Where is/are the abnormality located?,"Right Lung, Upper Left",en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9881
119,xmlab119/source.jpg,"Which is the biggest in this image,lung,liver or heart?",Lung,en,Lung,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",9882
121,xmlab121/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",9883
121,xmlab121/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9884
121,xmlab121/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9885
121,xmlab121/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",9886
121,xmlab121/source.jpg,What diseases are included in the picture?,Atelectasis,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9887
121,xmlab121/source.jpg,Where is/are the abnormality located?,"Left Lung, Lower Right",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9888
121,xmlab121/source.jpg,Is the lung healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9889
127,xmlab127/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",9890
127,xmlab127/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9891
127,xmlab127/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9892
127,xmlab127/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",9893
127,xmlab127/source.jpg,What diseases are included in the picture?,Atelectasis,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9894
127,xmlab127/source.jpg,Where is/are the abnormality located?,"Left Lung, Lower Right",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9895
127,xmlab127/source.jpg,Does the lung look unhealthy?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9896
128,xmlab128/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",9897
128,xmlab128/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9898
128,xmlab128/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",9899
128,xmlab128/source.jpg,What diseases are included in the picture?,Atelectasis,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9900
128,xmlab128/source.jpg,Where is/are the abnormality located?,"Left Lung, Right",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9901
128,xmlab128/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9902
128,xmlab128/source.jpg,Does the lung look unhealthy?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9903
129,xmlab129/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",9904
129,xmlab129/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9905
129,xmlab129/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9906
129,xmlab129/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",9907
129,xmlab129/source.jpg,What diseases are included in the picture?,Atelectasis,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9908
129,xmlab129/source.jpg,Where is/are the abnormality located?,"Right Lung, Lower Left",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9909
129,xmlab129/source.jpg,Is the lung healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9910
139,xmlab139/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",9911
139,xmlab139/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9912
139,xmlab139/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",9913
139,xmlab139/source.jpg,What diseases are included in the picture?,Mass,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9914
139,xmlab139/source.jpg,Where is/are the abnormality located?,"Right Lung, Lower Left",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9915
139,xmlab139/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9916
139,xmlab139/source.jpg,Does the lung look healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9917
139,xmlab139/source.jpg,"Which organ is abnormal, heart or lung?",Lung,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9918
164,xmlab164/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",9919
164,xmlab164/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9920
164,xmlab164/source.jpg,Does this image look abnormal?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9921
164,xmlab164/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",9922
164,xmlab164/source.jpg,What diseases are included in the picture?,Cardiomegaly,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9923
164,xmlab164/source.jpg,Where is/are the abnormality located?,Center,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9924
164,xmlab164/source.jpg,"Which organ is abnormal, heart or lung?",Heart,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9925
170,xmlab170/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",9926
170,xmlab170/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9927
170,xmlab170/source.jpg,Does this image look abnormal?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9928
170,xmlab170/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",9929
170,xmlab170/source.jpg,What diseases are included in the picture?,Nodule,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9930
170,xmlab170/source.jpg,Where is/are the abnormality located?,"Right Lung, Left",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9931
170,xmlab170/source.jpg,Is the lung healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9932
170,xmlab170/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9933
170,xmlab170/source.jpg,"Which organ is abnormal, heart or lung?",Lung,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9934
191,xmlab191/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",9935
191,xmlab191/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9936
191,xmlab191/source.jpg,Does this image look abnormal?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9937
191,xmlab191/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",9938
191,xmlab191/source.jpg,What diseases are included in the picture?,Cardiomegaly,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9939
191,xmlab191/source.jpg,Where is/are the abnormality located?,Center,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9940
191,xmlab191/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9941
191,xmlab191/source.jpg,"Which organ is abnormal, heart or lung?",Heart,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9942
196,xmlab196/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",9943
196,xmlab196/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9944
196,xmlab196/source.jpg,Does this image look abnormal?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9945
196,xmlab196/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",9946
196,xmlab196/source.jpg,What diseases are included in the picture?,Cardiomegaly,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",9947
196,xmlab196/source.jpg,Where is/are the abnormality located?,Center,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",9948
196,xmlab196/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9949
196,xmlab196/source.jpg,"Which organ is abnormal, heart or lung?",Heart,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9950
207,xmlab207/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",9951
207,xmlab207/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9952
207,xmlab207/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9953
207,xmlab207/source.jpg,Does the picture contain kidney?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9954
207,xmlab207/source.jpg,Does the picture contain spleen?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9955
207,xmlab207/source.jpg,Does the picture contain lung?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9956
207,xmlab207/source.jpg,Does the picture contain heart?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9957
207,xmlab207/source.jpg,Where is the liver?,Left,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9958
207,xmlab207/source.jpg,How many kidneys in this image?,2,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",9959
207,xmlab207/source.jpg,"Which is bigger in this image, kidney or liver?",Kidney,en,Abdomen,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",9960
207,xmlab207/source.jpg,What is the organ located in the lower right corner of the body in this image?,Left Kidney,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",9961
207,xmlab207/source.jpg,What is the organ on the left side of this image?,Liver,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",9962
207,xmlab207/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",9963
21,xmlab21/source.jpg,What modality is used to take this image?,MRI,en,Abdomen,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",9964
21,xmlab21/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,MRI,OPEN,vqa,Position,"['vhead', '_', '_']",9965
21,xmlab21/source.jpg,What is the mr weighting in this image?,T2,en,Abdomen,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",9966
21,xmlab21/source.jpg,How many kidneys are there in this image?,2,en,Abdomen,MRI,OPEN,vqa,Quantity,"['vhead', '_', '_']",9967
21,xmlab21/source.jpg,"Which is bigger, left kidney or spleen ?",Left Kidney,en,Abdomen,MRI,CLOSED,vqa,Size,"['vhead', '_', '_']",9968
21,xmlab21/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",9969
21,xmlab21/source.jpg,Does the picture contain kidney?,Yes,en,Abdomen,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",9970
21,xmlab21/source.jpg,Does the picture contain spleen?,Yes,en,Abdomen,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",9971
213,xmlab213/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",9972
213,xmlab213/source.jpg,Which part of the body does this image belong to?,Chest,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9973
213,xmlab213/source.jpg,How many organs are there in this image?,3,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",9974
213,xmlab213/source.jpg,What is the largest organ in the picture?,Lung,en,Abdomen,CT,OPEN,vqa,Size,"['vhead', '_', '_']",9975
213,xmlab213/source.jpg,Does the picture contain liver?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9976
213,xmlab213/source.jpg,Does the picture contain kidney?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9977
213,xmlab213/source.jpg,Does the picture contain spleen?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9978
213,xmlab213/source.jpg,Does the picture contain lung?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9979
213,xmlab213/source.jpg,Does the picture contain heart?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9980
213,xmlab213/source.jpg,What is the rightmost organ in this image?,Left Lung,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",9981
213,xmlab213/source.jpg,What is the organ on the left side of this image?,Right Lung,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",9982
213,xmlab213/source.jpg,What is the organ on the top of the body in this image?,Heart,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",9983
213,xmlab213/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",9984
22,xmlab22/source.jpg,What modality is used to take this image?,MRI,en,Abdomen,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",9985
22,xmlab22/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,MRI,OPEN,vqa,Position,"['vhead', '_', '_']",9986
22,xmlab22/source.jpg,What is the mr weighting in this image?,T1,en,Abdomen,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",9987
22,xmlab22/source.jpg,What is the largest organ in the picture?,Liver,en,Abdomen,MRI,OPEN,vqa,Size,"['vhead', '_', '_']",9988
22,xmlab22/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",9989
22,xmlab22/source.jpg,Does the picture contain kidney?,No,en,Abdomen,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",9990
22,xmlab22/source.jpg,Does the picture contain spleen?,Yes,en,Abdomen,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",9991
22,xmlab22/source.jpg,"Which is bigger, liver or spleen?",Liver,en,Abdomen,MRI,CLOSED,vqa,Size,"['vhead', '_', '_']",9992
22,xmlab22/source.jpg,Does the liver look normal?,Yes,en,Abdomen,MRI,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9993
22,xmlab22/source.jpg,Does the spleen look normal?,Yes,en,Abdomen,MRI,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",9994
228,xmlab228/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",9995
228,xmlab228/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",9996
228,xmlab228/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9997
228,xmlab228/source.jpg,Does the picture contain kidney?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9998
228,xmlab228/source.jpg,Does the picture contain spleen?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",9999
228,xmlab228/source.jpg,Does the picture contain lung?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",10000
228,xmlab228/source.jpg,Does the picture contain heart?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",10001
228,xmlab228/source.jpg,Where is the liver?,Left,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",10002
228,xmlab228/source.jpg,How many kidneys in this image?,2,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",10003
228,xmlab228/source.jpg,"Which is bigger in this image, right kidney or liver?",Liver,en,Abdomen,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",10004
228,xmlab228/source.jpg,What is the organ on the left side of this image?,Liver,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",10005
228,xmlab228/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",10006
228,xmlab228/source.jpg,What is the shape of the kidney in the picture?,Irregular,en,Abdomen,CT,OPEN,vqa,Shape,"['vhead', '_', '_']",10007
228,xmlab228/source.jpg,What is the organ on the lower right of the body in this image?,Left Kidney,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",10008
229,xmlab229/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",10009
229,xmlab229/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",10010
229,xmlab229/source.jpg,What is the largest organ in the picture?,Liver,en,Abdomen,CT,OPEN,vqa,Size,"['vhead', '_', '_']",10011
229,xmlab229/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",10012
229,xmlab229/source.jpg,Does the picture contain kidney?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",10013
229,xmlab229/source.jpg,Does the picture contain spleen?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",10014
229,xmlab229/source.jpg,What diseases are included in the picture?,Liver Cancer,en,Abdomen,CT,OPEN,vqa,Abnormality,"['vhead', '_', '_']",10015
229,xmlab229/source.jpg,Where is the liver?,Left,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",10016
229,xmlab229/source.jpg,Where is/are the abnormality located?,Liver,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",10017
229,xmlab229/source.jpg,How many kidneys in this image?,2,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",10018
229,xmlab229/source.jpg,Is the liver healthy?,No,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",10019
229,xmlab229/source.jpg,What is the organ on the left side of this image?,Liver,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",10020
229,xmlab229/source.jpg,Does this image look normal?,No,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",10021
229,xmlab229/source.jpg,Does the picture contain lung?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",10022
229,xmlab229/source.jpg,Does the picture contain heart?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",10023
229,xmlab229/source.jpg,"Which is bigger in this image, kidney or liver?",Liver,en,Abdomen,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",10024
229,xmlab229/source.jpg,What is the rightmost organ in this image?,Spleen,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",10025
229,xmlab229/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",10026
229,xmlab229/source.jpg,What is the shape of the kidney in the picture?,Irregular,en,Abdomen,CT,OPEN,vqa,Shape,"['vhead', '_', '_']",10027
